# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu,,,,,,,,,,,,,,,,,,,,,
# Sun Sep  2 18:32:36 2018,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,
# COLUMN fpl_hostname:   Host Name,,,,,,,,,,,,,,,,,,,,,
# COLUMN fpl_letter:     Planet Letter,,,,,,,,,,,,,,,,,,,,,
# COLUMN fpl_name:       Planet Name,,,,,,,,,,,,,,,,,,,,,
# COLUMN fpl_discmethod: Discovery Method,,,,,,,,,,,,,,,,,,,,,
# COLUMN fpl_disc:       Year of Discovery,,,,,,,,,,,,,,,,,,,,,
# COLUMN fpl_orbper:     Orbital Period [days],,,,,,,,,,,,,,,,,,,,,
# COLUMN fpl_eccen:      Eccentricity,,,,,,,,,,,,,,,,,,,,,
# COLUMN fpl_bmasse:     Planet Mass or M*sin(i) [Earth mass],,,,,,,,,,,,,,,,,,,,,
# COLUMN fpl_bmassj:     Planet Mass or M*sin(i) [Jupiter mass],,,,,,,,,,,,,,,,,,,,,
# COLUMN fpl_rade:       Planet Radius [Earth radii],,,,,,,,,,,,,,,,,,,,,
# COLUMN fpl_radj:       Planet Radius [Jupiter radii],,,,,,,,,,,,,,,,,,,,,
# COLUMN fpl_rads:       Planet Radius [Solar radii],,,,,,,,,,,,,,,,,,,,,
# COLUMN fpl_dens:       Planet Density [g/cm**3],,,,,,,,,,,,,,,,,,,,,
# COLUMN fpl_eqt:        Equilibrium Temperature [K],,,,,,,,,,,,,,,,,,,,,
# COLUMN fpl_snum:       Number of Stars in System,,,,,,,,,,,,,,,,,,,,,
# COLUMN fst_dist:       Distance [pc],,,,,,,,,,,,,,,,,,,,,
# COLUMN fst_lum:        Stellar Luminosity [log10(Solar luminosity)],,,,,,,,,,,,,,,,,,,,,
# COLUMN fst_mass:       Stellar Mass [Solar mass],,,,,,,,,,,,,,,,,,,,,
# COLUMN fst_rad:        Stellar Radius [Solar radii],,,,,,,,,,,,,,,,,,,,,
# COLUMN fst_age:        Stellar Age [Gyr],,,,,,,,,,,,,,,,,,,,,
# COLUMN rmk_cust:        Mock Purchased,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,
loc_rowid,fpl_hostname,fpl_letter,fpl_name,fpl_discmethod,fpl_disc,fpl_orbper,fpl_eccen,fpl_bmasse,fpl_bmassj,fpl_rade,fpl_radj,fpl_rads,fpl_dens,fpl_eqt,fpl_snum,fst_dist,fst_lum,fst_mass,fst_rad,fst_age,rmk_cust
92,CoRoT-8,b,CoRoT-8 b,Transit,2010,6.21229,0,69.92,0.22,6.39,0.57,0.059,1.6,922,1,380,-0.448,0.88,0.77,3,
93,CoRoT-9,b,CoRoT-9 b,Transit,2009,95.272656,0.133,266.9772,0.84,11.949,1.066,0.11,0.86,420,1,460,-0.08,0.96,0.96,6,
94,CoRoTID 223977153,b,CoRoTID 223977153 b,Transit,2017,6.71837,,47.6745,0.15,6.389,0.57,0.059,1.1,938,1,,-0.155,1.08,0.79,,
95,DENIS-P J082303.1-491201,b,DENIS-P J082303.1-491201 b,Astrometry,2013,246.36,0.345,9057.77,28.5,11.9,1.06,0.109,29.5,,1,20.77,,0.07,,1,
96,DH Tau,b,DH Tau b,Imaging,2004,,,3496,11,30.264,2.7,0.277,0.693,2200,1,140,,0.33,0.27,0.001,
97,DP Leo,b,DP Leo b,Eclipse Timing Variations,2009,10220,0.39,1995.88832,6.28,12.7,1.14,0.117,5.35,,2,,,0.69,,,
98,EPIC 211822797,b,EPIC 211822797 b,Transit,2016,21.169861,0.06,4.58,0.0144,1.98,0.177,0.018,3.24,,1,,-1.153,0.66,0.57,0.79,
99,EPIC 211945201,b,EPIC 211945201 b,Transit,2018,19.49213,0,27,0.08495,6.12,0.546,0.056,0.65,886,1,182.6,0.369,1.18,1.38,3.99,
100,EPIC 220674823,b,EPIC 220674823 b,Transit,2016,0.571292,0,8.36,0.0263,1.52,0.136,0.014,13.1,2333,1,,-0.119,0.94,0.87,5,
101,EPIC 220674823,c,EPIC 220674823 c,Transit,2016,13.3397,0.18,5.8,0.01825,2.5,0.223,0.023,2,774,1,,-0.119,0.94,0.87,5,
102,FU Tau,b,FU Tau b,Imaging,2008,,,5085.28,16,12.2,1.09,0.112,15.4,2375,1,140,-0.699,0.05,,0.001,
103,Fomalhaut,b,Fomalhaut b,Imaging,2008,555530,0.87,826.3,2.6,13.5,1.2,0.123,1.85,,1,7.7,1.217,1.92,1.92,0.2,
104,GJ 1132,b,GJ 1132 b,Transit,2015,1.628931,0.22,1.66,0.00522,1.16,0.103,0.011,6.3,529,1,12.04,-2.359,0.18,0.21,5,
105,GJ 1132,c,GJ 1132 c,Transit,2018,8.929,0.27,2.64,0.00831,1.43,0.128,0.013,4.96,300,1,12.04,-2.359,0.18,0.21,5,
106,GJ 1148,b,GJ 1148 b,Radial Velocity,2010,41.38,0.38,96.7,0.30425,11.9,1.07,0.109,0.315,,1,11.03,-1.699,0.35,0.4,,
107,GJ 1148,c,GJ 1148 c,Radial Velocity,2017,532.58,0.342,68.06,0.21414,9.71,0.866,0.089,0.409,,1,11.03,-1.699,0.35,0.4,,
108,GJ 1214,b,GJ 1214 b,Transit,2009,1.58040456,0,6.26125,0.0197,2.847,0.254,0.026,1.49,547,1,12.95,-2.312,0.15,0.22,3,
109,GJ 163,b,GJ 163 b,Radial Velocity,2013,8.63182,0.073,10.6,0.03335,3.25,0.29,0.03,1.7,,1,14.97,-1.708,0.4,0.43,6,
110,GJ 163,c,GJ 163 c,Radial Velocity,2013,25.63058,0.099,6.8,0.0214,2.5,0.223,0.023,2.39,,1,14.97,-1.708,0.4,0.43,6,
111,GJ 163,d,GJ 163 d,Radial Velocity,2013,603.95116,0.373,29.4,0.0925,5.92,0.528,0.054,0.779,,1,14.97,-1.708,0.4,0.43,6,
112,GJ 179,b,GJ 179 b,Radial Velocity,2009,2288,0.21,260.61,0.82,13.9,1.24,0.128,0.533,,1,12.12,-1.796,0.36,0.38,,
113,GJ 273,b,GJ 273 b,Radial Velocity,2017,18.6498,0.1,2.89,0.00909,1.51,0.135,0.014,4.61,,1,3.8,-2.056,0.29,0.29,,
114,GJ 273,c,GJ 273 c,Radial Velocity,2017,4.7234,0.17,1.18,0.00371,1.06,0.094,0.01,5.44,,1,3.8,-2.056,0.29,0.29,,
115,GJ 3021,b,GJ 3021 b,Radial Velocity,2000,133.71,0.511,1071.04,3.37,13.1,1.17,0.12,2.62,350,1,17.62,-0.18,0.9,0.9,0.37,
116,GJ 3138,b,GJ 3138 b,Radial Velocity,2017,1.22003,0.19,1.78,0.0056,1.18,0.106,0.011,5.95,,1,28.48,-1.347,0.68,0.5,,
117,GJ 3138,c,GJ 3138 c,Radial Velocity,2017,5.974,0.11,4.18,0.01315,1.88,0.167,0.017,3.46,,1,28.48,-1.347,0.68,0.5,,
118,GJ 3138,d,GJ 3138 d,Radial Velocity,2017,257.8,0.32,10.5,0.03304,3.23,0.288,0.03,1.71,,1,28.48,-1.347,0.68,0.5,,
119,GJ 317,b,GJ 317 b,Radial Velocity,2007,692,0.11,794.5,2.5,13.3,1.18,0.122,1.86,,1,15.1,,0.42,,5,
120,GJ 328,b,GJ 328 b,Radial Velocity,2013,4100,0.37,731,2.3,13.3,1.19,0.122,1.71,,1,20.03,-1,0.69,0.67,,
121,GJ 3293,b,GJ 3293 b,Radial Velocity,2015,30.5987,0.06,23.54,0.07406,5.19,0.463,0.048,0.925,,1,15.77,-1.658,0.42,0.4,,
122,GJ 3293,c,GJ 3293 c,Radial Velocity,2015,122.6196,0.11,21.09,0.06636,4.87,0.434,0.045,1,,1,15.77,-1.658,0.42,0.4,,
123,GJ 3293,d,GJ 3293 d,Radial Velocity,2017,48.1345,0.12,7.6,0.02391,2.67,0.238,0.025,2.19,,1,15.77,-1.658,0.42,0.4,,
124,GJ 3293,e,GJ 3293 e,Radial Velocity,2017,13.2543,0.21,3.28,0.01032,1.63,0.145,0.015,4.16,,1,15.77,-1.658,0.42,0.4,,
125,GJ 3323,b,GJ 3323 b,Radial Velocity,2017,5.3636,0.23,2.02,0.00636,1.23,0.109,0.011,5.96,,1,5.32,-2.569,0.16,0.12,,
126,GJ 3323,c,GJ 3323 c,Radial Velocity,2017,40.54,0.17,2.31,0.00727,1.32,0.118,0.012,5.52,,1,5.32,-2.569,0.16,0.12,,
127,GJ 3341,b,GJ 3341 b,Radial Velocity,2015,14.207,0.31,6.6,0.0208,2.46,0.219,0.022,2.44,,1,23.16,-1.538,0.47,0.44,,
128,GJ 3470,b,GJ 3470 b,Radial Velocity,2012,3.3366487,0.017,13.73,0.043,3.88,0.346,0.036,1.18,604,1,25.2,-1.538,0.51,0.48,2.5,
129,GJ 3634,b,GJ 3634 b,Radial Velocity,2010,2.64561,0.08,8.4,0.026,2.83,0.253,0.026,2.04,,1,19.8,-1.699,0.45,0.43,5,
130,GJ 3942,b,GJ 3942 b,Radial Velocity,2017,6.905,0.121,7.14,0.02246,2.57,0.229,0.024,2.31,590,1,16.96,-1.12,0.63,0.61,,
131,GJ 3998,b,GJ 3998 b,Radial Velocity,2016,2.64977,0,2.47,0.00777,1.38,0.123,0.013,5.16,,1,17.79,-1.387,0.5,0.49,,
132,GJ 3998,c,GJ 3998 c,Radial Velocity,2016,13.74,0.049,6.26,0.0197,2.38,0.212,0.022,2.55,,1,17.79,-1.387,0.5,0.49,,
133,GJ 433,b,GJ 433 b,Radial Velocity,2011,7.3709,0.08,6.3566,0.02,2.4,0.214,0.022,2.53,,1,9.04,-1.523,0.59,0.5,,
134,GJ 436,b,GJ 436 b,Radial Velocity,2004,2.64388312,0.13827,22.1,0.07,4.17,0.372,0.038,1.8,686,1,10.23,-1.585,0.47,0.46,6,
135,GJ 504,b,GJ 504 b,Imaging,2013,,,1271.3,4,13,1.16,0.119,3.18,510,1,17.95,0.332,1.22,1.26,0.16,
136,GJ 536,b,GJ 536 b,Radial Velocity,2016,8.7076,0.08,5.36,0.01686,2.17,0.194,0.02,2.88,,1,10.03,-1.377,0.52,0.5,0.4,
137,GJ 581,b,GJ 581 b,Radial Velocity,2005,5.3686,0,15.8,0.0497,4.11,0.366,0.038,1.25,,1,6.27,-1.886,0.31,0.29,2,
138,GJ 581,c,GJ 581 c,Radial Velocity,2007,12.914,0,5.5,0.0173,2.21,0.197,0.02,2.8,,1,6.27,-1.886,0.31,0.29,2,
139,GJ 581,e,GJ 581 e,Radial Velocity,2009,3.149,0,1.7,0.0053,1.17,0.104,0.011,5.83,,1,6.27,-1.886,0.31,0.29,2,
140,GJ 625,b,GJ 625 b,Radial Velocity,2017,14.628,0.13,2.82,0.00887,1.49,0.133,0.014,4.68,,1,6.49,-1.894,0.3,0.31,,
141,GJ 649,b,GJ 649 b,Radial Velocity,2009,598.3,0.3,104.244,0.328,12.5,1.11,0.114,0.293,,1,10.32,-1.365,0.54,0.46,0.44,
142,GJ 667 C,b,GJ 667 C b,Radial Velocity,2011,7.2004,0.13,5.6,0.018,2.23,0.199,0.02,2.77,,3,6.8,-1.863,0.33,,2,
143,GJ 667 C,c,GJ 667 C c,Radial Velocity,2011,28.14,0.02,3.8,0.012,1.77,0.158,0.016,3.77,,3,6.8,-1.863,0.33,,2,
144,GJ 667 C,e,GJ 667 C e,Radial Velocity,2013,62.24,0.02,2.7,0.008,1.45,0.129,0.013,4.87,,3,6.8,-1.863,0.33,,2,
145,GJ 667 C,f,GJ 667 C f,Radial Velocity,2013,39.026,0.03,2.7,0.008,1.45,0.129,0.013,4.87,,3,6.8,-1.863,0.33,,2,
146,GJ 667 C,g,GJ 667 C g,Radial Velocity,2013,256.2,0.08,4.6,0.014,1.99,0.177,0.018,3.21,,3,6.8,-1.863,0.33,,2,
147,GJ 674,b,GJ 674 b,Radial Velocity,2007,4.6938,0.2,11.09,0.035,3.33,0.297,0.031,1.65,,1,4.54,-1.796,0.35,0.36,0.55,
148,GJ 676 A,b,GJ 676 A b,Radial Velocity,2010,1056.80005,0.33,1576.4368,4.96,12.9,1.15,0.118,4.04,,1,16.9,-0.959,0.73,0.69,,
149,GJ 676 A,c,GJ 676 A c,Radial Velocity,2016,7337,,2161.244,6.8,12.7,1.13,0.116,5.8,,1,16.9,-0.959,0.73,0.69,,
150,GJ 676 A,d,GJ 676 A d,Radial Velocity,2012,3.6005,0.262,4.4,0.014,1.93,0.173,0.018,3.36,,1,16.9,-0.959,0.73,0.69,,
151,GJ 676 A,e,GJ 676 A e,Radial Velocity,2012,35.39,0.125,8.1,0.025,2.77,0.247,0.025,2.09,,1,16.9,-0.959,0.73,0.69,,
152,GJ 687,b,GJ 687 b,Radial Velocity,2014,38.14,0.04,19.0698,0.06,4.59,0.409,0.042,1.08,,1,4.53,-1.672,0.45,0.43,,
153,GJ 832,b,GJ 832 b,Radial Velocity,2008,3657,0.08,216,0.68,14,1.25,0.129,0.433,,1,4.94,-1.585,0.45,0.45,9.24,
154,GJ 832,c,GJ 832 c,Radial Velocity,2014,35.68,0.18,5.4,0.017,2.18,0.195,0.02,2.86,,1,4.94,-1.585,0.45,0.45,9.24,
155,GJ 849,b,GJ 849 b,Radial Velocity,2006,1882,0.04,317.83,1,13.8,1.23,0.127,0.665,,1,8.77,-1.523,0.65,0.53,3,
156,GJ 86,b,GJ 86 b,Radial Velocity,1999,15.76491,0.04,1404.8086,4.42,12.9,1.15,0.119,3.6,,2,10.91,-0.377,0.93,0.77,11.3,
157,GJ 876,b,GJ 876 b,Radial Velocity,1998,61.1166,0.0324,723.2235,2.2756,13.3,1.19,0.122,1.69,,1,4.7,-1.907,0.32,0.3,1,
158,GJ 876,c,GJ 876 c,Radial Velocity,2000,30.0881,0.25591,226.9846,0.7142,14,1.25,0.128,0.455,,1,4.7,-1.907,0.32,0.3,1,
159,GJ 876,d,GJ 876 d,Radial Velocity,2005,1.93778,0.207,6.83,0.021,2.51,0.224,0.023,2.37,,1,4.7,-1.907,0.32,0.3,1,
160,GJ 876,e,GJ 876 e,Radial Velocity,2010,124.26,0.055,14.6,0.046,3.92,0.35,0.036,1.33,,1,4.7,-1.907,0.32,0.3,1,
161,GJ 9827,b,GJ 9827 b,Transit,2017,1.2089802,,3.42,0.01076,1.62,0.145,0.015,4.5,1172,1,30.32,-0.948,0.61,0.61,,
162,GJ 9827,c,GJ 9827 c,Transit,2017,3.648083,,2.42,0.00761,1.269,0.113,0.012,6.4,811,1,30.32,-0.948,0.61,0.61,,
163,GJ 9827,d,GJ 9827 d,Transit,2017,6.201467,,5.2,0.01636,2.07,0.185,0.019,3.23,680,1,30.32,-0.948,0.61,0.61,,
164,GQ Lup,b,GQ Lup b,Imaging,2004,,,6356,20,33.6,3,0.308,0.921,2650,1,139,,0.7,,0.001,
165,GSC 06214-00210,b,GSC 06214-00210 b,Imaging,2010,,,5000,16,20.176,1.8,0.185,3.35,2300,1,145,-0.42,0.9,,0.005,
166,GU Psc,b,GU Psc b,Imaging,2014,,,3591.3,11.3,14.179,1.265,0.13,6.92,1050,1,48,,0.33,,0.1,
167,HAT-P-1,b,HAT-P-1 b,Transit,2006,4.46529976,0,166.86075,0.525,14.785,1.319,0.135,0.282,1322,1,139,0.17,1.15,1.17,2.1,
168,HAT-P-11,b,HAT-P-11 b,Transit,2008,4.88780244,0.218,26.69772,0.084,4.36,0.389,0.04,1.68,838,1,37.81,-0.564,0.81,0.68,6.5,
169,HAT-P-11,c,HAT-P-11 c,Radial Velocity,2018,3407,0.601,507,1.59519,13.5,1.21,0.124,1.13,,1,37.81,-0.564,0.81,0.68,6.5,
170,HAT-P-12,b,HAT-P-12 b,Transit,2009,3.2130598,0,67.059,0.211,10.749,0.959,0.099,0.3192,963,1,142.5,-0.678,0.73,0.7,2.5,
171,HAT-P-13,b,HAT-P-13 b,Transit,2009,2.91625,0.0133,270.462,0.851,14.258,1.272,0.131,0.362,1740,1,214,0.346,1.22,1.56,5,
172,HAT-P-13,c,HAT-P-13 c,Radial Velocity,2009,446.27,0.6616,4538.421,14.28,12.3,1.1,0.113,13.4,340,1,214,0.346,1.22,1.56,5,
173,HAT-P-14,b,HAT-P-14 b,Transit,2010,4.62767,0.11,1093.3352,3.44,15.917,1.42,0.146,1.56,1624,1,205,0.563,2.65,1.82,0.431,
174,HAT-P-15,b,HAT-P-15 b,Transit,2010,10.8635,0.19,616.5902,1.94,11.882,1.06,0.109,1.96,904,1,190,0,1,1.07,6.8,
175,HAT-P-16,b,HAT-P-16 b,Transit,2010,2.77596,0.036,1332.605,4.193,14.448,1.289,0.133,2.42,1626,1,235,0.294,1.22,1.24,2,
176,HAT-P-17,b,HAT-P-17 b,Transit,2010,10.33852,0.35,184.3414,0.58,11.769,1.05,0.108,0.64,792,1,90,-0.319,0.99,0.87,7.8,
177,HAT-P-17,c,HAT-P-17 c,Radial Velocity,2010,5584,0.39,1080.6,3.4,13.1,1.17,0.12,2.64,,1,90,-0.319,0.99,0.87,7.8,
178,HAT-P-18,b,HAT-P-18 b,Transit,2010,5.508023,0.084,62.61,0.197,11.153,0.995,0.102,0.25,852,1,166,-0.569,0.77,0.75,12.4,
179,HAT-P-19,b,HAT-P-19 b,Transit,2010,4.008778,0.067,92.802,0.292,12.689,1.132,0.116,0.25,1010,1,215,-0.432,0.84,0.82,8.8,
180,HAT-P-2,b,HAT-P-2 b,Transit,2007,5.63347,0.52,3632.7969,11.43,13.451,1.2,0.123,7.29,1540,1,135.32,0.577,1.93,1.71,2.6,
181,HAT-P-20,b,HAT-P-20 b,Transit,2010,2.875317,0.015,2302.899,7.246,9.718,0.867,0.089,13.78,970,1,70,-0.721,0.76,0.69,6.7,
182,HAT-P-21,b,HAT-P-21 b,Transit,2010,4.12448,0.23,1547.8321,4.87,12.442,1.11,0.114,4.68,1283,1,254,0.025,1.24,1.21,10.2,
183,HAT-P-22,b,HAT-P-22 b,Transit,2010,3.21222,0.02,785.0401,2.47,12.89,1.15,0.118,2.14,1463,1,82,-0.114,1.13,1.11,12.4,
184,HAT-P-23,b,HAT-P-23 b,Transit,2010,1.21288,0.11,425.8922,1.34,12.218,1.09,0.112,1.406,1951,1,393,0.199,0.58,0.96,4,
185,HAT-P-24,b,HAT-P-24 b,Transit,2010,3.35524,0.07,238.3725,0.75,14.572,1.3,0.134,0.44,1637,1,396,0.408,1.37,1.38,2.8,
186,HAT-P-25,b,HAT-P-25 b,Transit,2010,3.652836,0.032,180.202,0.567,13.339,1.19,0.122,0.42,1202,1,297,-0.125,1.01,0.96,3.2,
187,HAT-P-26,b,HAT-P-26 b,Transit,2010,4.23452,0.12,22.2481,0.07,7.062,0.63,0.065,0.4,1001,1,134,-0.42,1.12,0.87,9,
188,HAT-P-27,b,HAT-P-27 b,Transit,2011,3.039577,0,197.05,0.62,11.43,1.02,0.105,0.725,,1,204,-0.244,0.94,0.9,4.4,
189,HAT-P-28,b,HAT-P-28 b,Transit,2011,3.257215,0.051,198.953,0.626,13.585,1.212,0.125,0.44,1384,1,395,0.053,1.02,1.1,6.1,
190,HAT-P-29,b,HAT-P-29 b,Transit,2011,5.72319,0.09,279.6904,0.88,13.115,1.17,0.12,0.71,1260,1,322,0.265,1.45,1.3,2.2,
191,HAT-P-3,b,HAT-P-3 b,Transit,2007,2.8997,0,206.5895,0.65,10.536,0.94,0.097,0.855,1189,1,138,-0.362,1.06,0.87,1.6,
192,HAT-P-30,b,HAT-P-30 b,Transit,2011,2.8106,0.04,263.7989,0.83,16.141,1.44,0.148,0.309,1630,1,193,0.312,1.55,1.31,1,
193,HAT-P-31,b,HAT-P-31 b,Transit,2011,5.00542,0.25,721.4741,2.27,12.218,1.09,0.112,2.18,1450,1,354,0.348,1.31,1.39,,
194,HAT-P-32,b,HAT-P-32 b,Transit,2011,2.15001,0,263.7989,0.83,19.616,1.75,0.18,0.18,1779,2,283,0.294,1.09,1.19,,
195,HAT-P-33,b,HAT-P-33 b,Transit,2011,3.47447,0,292.4036,0.92,20.737,1.85,0.19,0.2,1782,1,387,0.618,1.82,1.79,,
196,HAT-P-34,b,HAT-P-34 b,Transit,2011,5.45265,0.44,2227.9883,7.01,15.132,1.35,0.139,2.4,1520,1,257,0.56,4.26,1.73,,
197,HAT-P-35,b,HAT-P-35 b,Transit,2011,3.64671,0.03,2390.0816,7.52,39.792,3.55,0.365,0.55,1581,1,535,0.407,23.56,3.82,,
198,HAT-P-36,b,HAT-P-36 b,Transit,2011,1.32735,0.06,486.2799,1.53,12.89,1.15,0.118,0.98,1788,1,317,0.013,0.78,1,4.5,
199,HAT-P-37,b,HAT-P-37 b,Transit,2011,2.797436,0.058,371.528,1.169,13.204,1.178,0.121,0.89,1271,1,411,-0.208,0.93,0.88,,
200,HAT-P-38,b,HAT-P-38 b,Transit,2012,4.640382,0.067,84.857,0.267,9.247,0.825,0.085,0.59,1082,1,249,-0.208,0.89,0.92,,
201,HAT-P-39,b,HAT-P-39 b,Transit,2012,3.54387,0,190.372,0.599,17.609,1.571,0.162,0.19,1752,1,642,0.607,1.4,1.62,,
202,HAT-P-4,b,HAT-P-4 b,Transit,2007,3.056536,0,213.255,0.671,14.28,1.274,0.131,0.403,1686,1,314,0.431,1.27,1.59,3.9,
203,HAT-P-40,b,HAT-P-40 b,Transit,2012,4.45724,0,152.5584,0.48,17.038,1.52,0.156,0.15,1770,1,501,0.778,1.03,1.94,,
204,HAT-P-41,b,HAT-P-41 b,Transit,2012,2.69405,0,378.2177,1.19,22.978,2.05,0.211,0.2,1941,1,344,0.628,2.56,2.05,,
205,HAT-P-42,b,HAT-P-42 b,Transit,2012,4.641878,0,331.801,1.044,14.348,1.28,0.132,0.61,1428,1,447,0.356,1.18,1.53,5.2,
206,HAT-P-43,b,HAT-P-43 b,Transit,2012,3.332687,0,210.395,0.662,14.359,1.281,0.132,0.39,1361,1,542,0.045,1.05,1.1,5.7,
207,HAT-P-44,b,HAT-P-44 b,Transit,2014,4.301219,0.044,111.871,0.352,13.922,1.242,0.128,0.23,1108,1,363,-0.194,0.94,0.95,7.5,
208,HAT-P-44,c,HAT-P-44 c,Radial Velocity,2014,872.2,0.494,1271.3,4,13,1.16,0.119,3.18,,1,363,-0.194,0.94,0.95,7.5,
209,HAT-P-45,b,HAT-P-45 b,Transit,2014,3.128992,0.049,283.492,0.892,15.984,1.426,0.147,0.38,1652,1,305,0.4,1.26,1.32,2,
210,HAT-P-46,b,HAT-P-46 b,Transit,2014,4.463129,0.123,156.684,0.493,14.392,1.284,0.132,0.28,1458,1,296,0.391,1.28,1.4,2.5,
211,HAT-P-49,b,HAT-P-49 b,Transit,2014,2.69155,0,699.226,2.2,17.822,1.59,0.163,0.75,2131,1,322,0.814,2.22,2.06,1.5,
212,HAT-P-5,b,HAT-P-5 b,Transit,2007,2.78849,0,311.4734,0.98,13.563,1.21,0.124,0.66,1539,1,340,0.187,1.04,1.12,2.6,
213,HAT-P-50,b,HAT-P-50 b,Transit,2015,3.1220109,0.115,429.0705,1.35,14.437,1.288,0.132,0.78,1862,1,497,0.603,1.27,1.7,3.37,
214,HAT-P-51,b,HAT-P-51 b,Transit,2015,4.2180278,0.123,98.20947,0.309,14.493,1.293,0.133,0.178,1192,1,470,-0.066,0.98,1.04,8.2,
215,HAT-P-52,b,HAT-P-52 b,Transit,2015,2.7535953,0.047,259.98494,0.818,11.31,1.009,0.104,0.98,1218,1,385,-0.305,0.89,0.89,9.4,
216,HAT-P-53,b,HAT-P-53 b,Transit,2015,1.9616241,0.134,471.65972,1.484,14.773,1.318,0.135,0.8,1778,1,719,0.217,1.09,1.21,4.67,
217,HAT-P-54,b,HAT-P-54 b,Transit,2015,3.799847,0.074,241.5508,0.76,10.581,0.944,0.097,1.118,818,1,,-0.902,0.65,0.62,3.9,
218,HAT-P-55,b,HAT-P-55 b,Transit,2015,3.5852467,0.139,184.97706,0.582,13.249,1.182,0.121,0.435,1313,1,480,0.021,1.01,1.01,4.2,
219,HAT-P-56,b,HAT-P-56 b,Transit,2015,2.79083,0.246,734.1873,2.31,16.926,1.51,0.155,0.86,1840,1,310.5,0.559,1.42,1.47,2.01,
220,HAT-P-57,b,HAT-P-57 b,Transit,2015,2.4653,0,448.1403,1.41,19.504,1.74,0.179,0.332,2200,3,303,0.806,2.77,1.85,1,
221,HAT-P-6,b,HAT-P-6 b,Transit,2007,3.85298,0,419.5356,1.32,16.589,1.48,0.152,0.558,1675,1,261,0.553,1.79,1.62,2.3,
222,HAT-P-65,b,HAT-P-65 b,Transit,2016,2.6054552,0.304,167.49641,0.527,21.185,1.89,0.194,0.096,1930,1,841,0.555,1.21,1.86,5.46,
223,HAT-P-66,b,HAT-P-66 b,Transit,2016,2.972086,0.09,248.86089,0.783,17.822,1.59,0.163,0.242,1896,1,927,0.615,1.25,1.88,4.66,
224,HAT-P-67,b,HAT-P-67 b,Transit,2017,4.8101025,0,108.0622,0.34,23.371,2.085,0.214,0.052,1903,1,320,0.939,1.64,2.55,1.24,
225,HAT-P-7,b,HAT-P-7 b,Transit,2008,2.20474,0,584.8072,1.84,16.926,1.51,0.155,0.712,2733,1,320,0.77,1.56,2,2.07,
226,HAT-P-8,b,HAT-P-8 b,Transit,2008,3.07634,0,406.8224,1.28,15.693,1.4,0.144,0.568,1700,1,230,0.519,1.27,1.57,,
227,HAT-P-9,b,HAT-P-9 b,Transit,2008,3.92289,0,247.9,0.78,15.69,1.4,0.144,0.35,1530,1,480,0.41,1.28,1.32,1.6,
228,HATS-1,b,HATS-1 b,Transit,2012,3.446459,0.12,589.55,1.855,14.594,1.302,0.134,1.03,1359,1,303,0.041,0.99,1.04,,
229,HATS-10,b,HATS-10 b,Transit,2015,3.312846,0.501,167.17858,0.526,10.862,0.969,0.1,0.7,1407,1,496,0.117,1.1,1.1,3.3,
230,HATS-11,b,HATS-11 b,Transit,2016,3.6191634,0.34,263.7989,0.83,16.668,1.487,0.153,0.315,1637,1,,0.403,1,1.44,7.7,
231,HATS-12,b,HATS-12 b,Transit,2016,3.1428347,0.085,759.6137,2.39,15.513,1.384,0.142,1.12,2097,1,,0.863,1.49,2.21,2.36,
232,HATS-13,b,HATS-13 b,Transit,2015,3.0440499,0.181,172.58169,0.543,13.585,1.212,0.124,0.377,1244,1,476,-0.18,0.96,0.89,2.5,
233,HATS-14,b,HATS-14 b,Transit,2015,2.7667641,0.142,340.39593,1.071,11.646,1.039,0.107,1.191,1276,1,513,-0.193,0.97,0.93,4.9,
234,HATS-15,b,HATS-15 b,Transit,2016,1.74748753,0.126,689.6911,2.17,12.386,1.105,0.114,1.97,1505,1,689,-0.204,0.87,0.92,11,
235,HATS-16,b,HATS-16 b,Transit,2016,2.686502,0,1039.3041,3.27,14.572,1.3,0.134,1.86,1592,1,774,0.173,0.97,1.24,9.5,
236,HATS-17,b,HATS-17 b,Transit,2016,16.254611,0.029,425.25654,1.338,8.709,0.777,0.08,3.5,814,1,339,0.093,1.13,1.09,2.1,
237,HATS-18,b,HATS-18 b,Transit,2016,0.8378434,0.166,629.3034,1.98,14.986,1.337,0.137,1.02,2060,1,645,-0.032,1.04,1.02,4.2,
238,HATS-2,b,HATS-2 b,Transit,2013,1.354133,0,427.463,1.345,13.092,1.168,0.12,1.05,1577,1,360,-0.268,0.88,0.9,9.7,
239,HATS-22,b,HATS-22 b,Transit,2017,4.7228124,0.079,870.8542,2.74,10.682,0.953,0.098,3.89,858,1,207.9,-0.646,0.76,0.69,,
240,HATS-23,b,HATS-23 b,Transit,2017,2.1605156,0.114,467.2101,1.47,20.849,1.86,0.191,0.29,1654,1,747,0.155,1.12,1.2,4.2,
241,HATS-24,b,HATS-24 b,Transit,2017,1.3484954,0.242,775.5052,2.44,16.668,1.487,0.153,0.92,2067,1,510,0.292,1.21,1.17,0.88,
